read_id	clean_length	perturbed_length	length_change	clean_mean_qscore	perturbed_mean_qscore	mean_qscore_change	sequence_identical	edit_distance	normalized_edit_distance	sequence_identity_percent	alignment_identity_percent	matches	substitutions	insertions	deletions
000ed7f1-bc62-4311-bf8c-218e4a715d9a	1538	1567	29	29.951235	19.397575	-10.553660	0	153	0.0976388003	90.236120	90.479154	1454	44	69	40
0036953b-980e-47f3-bdd0-3923921aff69	318	319	1	27.578616	19.106583	-8.472033	0	27	0.0846394984	91.536050	91.743119	300	10	9	8
00585866-be90-4bff-bf96-a5155418ff88	1397	1427	30	35.207588	25.572530	-9.635058	0	83	0.0581639804	94.183602	94.248094	1360	21	46	16
006afbd3-a5dd-488e-bcc6-e265cf8abbcd	3637	3578	-59	30.710476	20.806316	-9.904159	0	249	0.0684630190	93.153698	93.242877	3436	94	48	107
0073f3c0-5af0-4691-8100-10c5a30efc55	573	582	9	40.788831	25.474227	-15.314604	0	30	0.0515463918	94.845361	94.889267	557	11	14	5
00bb5df4-101b-4549-99f2-5df722844f98	972	972	0	40.168724	29.992798	-10.175926	0	35	0.0360082305	96.399177	96.435845	947	15	10	10
00ef6a11-0fe8-400e-ade3-650aa30da177	360	392	32	33.305556	22.487245	-10.818311	0	49	0.1250000000	87.500000	87.594937	346	11	35	3
0137c47d-6551-4f1a-84f4-e9369da48266	1132	1135	3	38.645760	28.046696	-10.599064	0	23	0.0202643172	97.973568	97.982456	1117	10	8	5
01796034-9e1f-44db-8b06-2297bff85ab7	3206	3217	11	36.148784	25.359652	-10.789132	0	163	0.0506683245	94.933168	95.000000	3097	66	54	43
01f5e7c3-c75d-4cc9-b8dd-89e4a6777b66	3145	3131	-14	40.947854	31.217502	-9.730351	0	101	0.0321144674	96.788553	96.817895	3073	29	29	43
0202d0c0-9e10-4fb4-9908-d41d3583c054	488	505	17	37.147541	23.801980	-13.345561	0	46	0.0910891089	90.891089	91.033138	467	13	25	8
029ac4f8-d2fe-4760-833c-8b952b71c658	357	315	-42	28.593838	9.476190	-19.117647	0	67	0.1876750700	81.232493	81.337047	292	21	2	44
02ac7244-7cba-4d0c-800e-ddeac889047e	2011	2008	-3	41.400796	31.624502	-9.776294	0	34	0.0169070114	98.309299	98.317665	1987	11	10	13
