read_id	clean_length	perturbed_length	length_change	clean_mean_qscore	perturbed_mean_qscore	mean_qscore_change	sequence_identical	edit_distance	normalized_edit_distance	sequence_identity_percent	alignment_identity_percent	matches	substitutions	insertions	deletions
000ed7f1-bc62-4311-bf8c-218e4a715d9a	1538	1566	28	29.951235	25.932312	-4.018924	0	76	0.0485312899	95.146871	95.195954	1506	16	44	16
0036953b-980e-47f3-bdd0-3923921aff69	318	319	1	27.578616	26.846395	-0.732221	0	21	0.0658307210	93.416928	93.558282	305	6	8	7
00585866-be90-4bff-bf96-a5155418ff88	1397	1399	2	35.207588	33.999285	-1.208302	0	21	0.0150107219	98.498928	98.506401	1385	5	9	7
006afbd3-a5dd-488e-bcc6-e265cf8abbcd	3637	3644	7	30.710476	28.864984	-1.845492	0	67	0.0183863886	98.161361	98.172893	3600	14	30	23
0073f3c0-5af0-4691-8100-10c5a30efc55	573	573	0	40.788831	36.867365	-3.921466	0	1	0.0017452007	99.825480	99.825480	572	1	0	0
00bb5df4-101b-4549-99f2-5df722844f98	972	973	1	40.168724	36.785200	-3.383524	0	5	0.0051387461	99.486125	99.486125	968	4	1	0
00ef6a11-0fe8-400e-ade3-650aa30da177	360	360	0	33.305556	31.861111	-1.444444	0	5	0.0138888889	98.611111	98.614958	356	3	1	1
0137c47d-6551-4f1a-84f4-e9369da48266	1132	1137	5	38.645760	36.813544	-1.832215	0	13	0.0114335972	98.856640	98.858648	1126	4	7	2
01796034-9e1f-44db-8b06-2297bff85ab7	3206	3221	15	36.148784	33.006520	-3.142264	0	72	0.0223533064	97.764669	97.776405	3166	23	32	17
01f5e7c3-c75d-4cc9-b8dd-89e4a6777b66	3145	3143	-2	40.947854	39.724785	-1.223068	0	17	0.0054054054	99.459459	99.460489	3134	3	6	8
0202d0c0-9e10-4fb4-9908-d41d3583c054	488	488	0	37.147541	33.610656	-3.536885	0	5	0.0102459016	98.975410	98.977505	484	3	1	1
029ac4f8-d2fe-4760-833c-8b952b71c658	357	357	0	28.593838	25.372549	-3.221289	0	12	0.0336134454	96.638655	96.666667	348	6	3	3
02ac7244-7cba-4d0c-800e-ddeac889047e	2011	2008	-3	41.400796	40.053287	-1.347509	0	11	0.0054699155	99.453008	99.453823	2003	2	3	6
02d9a072-aa01-41d8-9931-4f5972bdf075	4565	4557	-8	38.745893	36.599517	-2.146375	0	38	0.0083242059	99.167579	99.170124	4541	2	14	22
03404653-6e35-47ab-b9e4-b98f15b9e6e8	3961	3913	-48	38.854582	37.651163	-1.203419	0	67	0.0169149205	98.308508	98.309788	3897	13	3	51
03ca6578-9f5b-4f53-8577-51ae5ec47898	31581	31587	6	38.980210	36.431285	-2.548925	0	322	0.0101940672	98.980593	98.984035	31372	102	113	107
0465a968-47f0-46f3-8864-eaa7e7324a76	284	239	-45	1.690141	1.916318	0.226177	0	100	0.3521126761	64.788732	65.753425	192	39	8	53
04cb0728-880b-430c-b213-b8c0cd5c50ff	481	475	-6	31.347193	27.145263	-4.201930	0	14	0.0291060291	97.089397	97.101449	469	4	2	8
04fd143c-6822-4623-bb7a-91c71f7bcd14	590	590	0	40.889831	38.793220	-2.096610	0	1	0.0016949153	99.830508	99.830508	589	1	0	0
0505bf07-6018-40c7-98b3-86786d8c29ab	2561	2565	4	38.689965	35.093567	-3.596398	0	32	0.0124756335	98.752437	98.757764	2544	6	15	11
065a405f-77de-4fa2-8b96-670e3383ebf6	10508	10490	-18	38.732394	33.761582	-4.970812	0	183	0.0174153026	98.258470	98.267374	10379	57	54	72
0687c6bb-6432-4c63-ba47-a6068b66462f	1233	1233	0	38.921330	37.187348	-1.733982	0	16	0.0129764801	98.702352	98.708636	1223	4	6	6
0694058d-2a5d-44b4-aa89-fdedbc4a0914	34734	34711	-23	40.476824	38.346518	-2.130305	0	226	0.0065065930	99.349341	99.350761	34584	51	76	99
06a2b40a-c3a9-491e-8f58-43c4f9a0bead	310	310	0	41.570968	38.477419	-3.093548	1	0	0.0000000000	100.000000	100.000000	310	0	0	0
