read_id	clean_length	perturbed_length	length_change	clean_mean_qscore	perturbed_mean_qscore	mean_qscore_change	sequence_identical	edit_distance	normalized_edit_distance	sequence_identity_percent	alignment_identity_percent	matches	substitutions	insertions	deletions
000ed7f1-bc62-4311-bf8c-218e4a715d9a	1538	1563	25	29.951235	17.852207	-12.099028	0	142	0.0908509277	90.914907	91.119450	1457	45	61	36
0036953b-980e-47f3-bdd0-3923921aff69	318	324	6	27.578616	17.885802	-9.692814	0	36	0.1111111111	88.888889	89.189189	297	12	15	9
00585866-be90-4bff-bf96-a5155418ff88	1397	1382	-15	35.207588	25.547757	-9.659831	0	42	0.0300644238	96.993558	97.008547	1362	13	7	22
006afbd3-a5dd-488e-bcc6-e265cf8abbcd	3637	3595	-42	30.710476	21.011127	-9.699349	0	255	0.0701127303	92.988727	93.100649	3441	95	59	101
0073f3c0-5af0-4691-8100-10c5a30efc55	573	573	0	40.788831	26.158813	-14.630017	0	24	0.0418848168	95.811518	95.869191	557	8	8	8
00bb5df4-101b-4549-99f2-5df722844f98	972	961	-11	40.168724	29.520291	-10.648433	0	32	0.0329218107	96.707819	96.731359	947	7	7	18
00ef6a11-0fe8-400e-ade3-650aa30da177	360	388	28	33.305556	22.005155	-11.300401	0	53	0.1365979381	86.340206	86.616162	343	9	36	8
0137c47d-6551-4f1a-84f4-e9369da48266	1132	1131	-1	38.645760	26.822281	-11.823479	0	40	0.0353356890	96.466431	96.500437	1103	17	11	12
01796034-9e1f-44db-8b06-2297bff85ab7	3206	3178	-28	36.148784	25.796098	-10.352685	0	157	0.0489706800	95.102932	95.164767	3090	47	41	69
01f5e7c3-c75d-4cc9-b8dd-89e4a6777b66	3145	3154	9	40.947854	29.788840	-11.159014	0	84	0.0266328472	97.336715	97.356828	3094	27	33	24
0202d0c0-9e10-4fb4-9908-d41d3583c054	488	506	18	37.147541	20.602767	-16.544774	0	47	0.0928853755	90.711462	90.856031	467	13	26	8
029ac4f8-d2fe-4760-833c-8b952b71c658	357	333	-24	28.593838	10.624625	-17.969213	0	54	0.1512605042	84.873950	85.123967	309	18	6	30
02ac7244-7cba-4d0c-800e-ddeac889047e	2011	1997	-14	41.400796	33.802203	-7.598592	0	43	0.0213823968	97.861760	97.869177	1975	15	7	21
02d9a072-aa01-41d8-9931-4f5972bdf075	4565	4547	-18	38.745893	27.862107	-10.883786	0	181	0.0396495071	96.035049	96.087332	4445	41	61	79
03404653-6e35-47ab-b9e4-b98f15b9e6e8	3961	3945	-16	38.854582	28.269202	-10.585381	0	143	0.0361019944	96.389801	96.427679	3860	43	42	58
03ca6578-9f5b-4f53-8577-51ae5ec47898	31581	31503	-78	38.980210	27.585881	-11.394329	0	1065	0.0337228080	96.627719	96.661337	30834	351	318	396
0465a968-47f0-46f3-8864-eaa7e7324a76	284	451	167	1.690141	2.929047	1.238906	0	378	0.8381374723	16.186253	16.186253	73	211	167	0
04cb0728-880b-430c-b213-b8c0cd5c50ff	481	477	-4	31.347193	22.930818	-8.416376	0	20	0.0415800416	95.841996	95.884774	466	6	5	9
04fd143c-6822-4623-bb7a-91c71f7bcd14	590	583	-7	40.889831	34.161235	-6.728596	0	13	0.0220338983	97.796610	97.800338	578	4	1	8
0505bf07-6018-40c7-98b3-86786d8c29ab	2561	2549	-12	38.689965	24.997254	-13.692711	0	115	0.0449043342	95.509567	95.573518	2483	29	37	49
065a405f-77de-4fa2-8b96-670e3383ebf6	10508	10269	-239	38.732394	19.115785	-19.616609	0	781	0.0743243243	92.567568	92.676981	9884	228	157	396
0687c6bb-6432-4c63-ba47-a6068b66462f	1233	1266	33	38.921330	32.252765	-6.668565	0	63	0.0497630332	95.023697	95.074277	1216	4	46	13
0694058d-2a5d-44b4-aa89-fdedbc4a0914	34734	34596	-138	40.476824	30.863279	-9.613545	0	760	0.0218805781	97.811942	97.824407	34173	224	199	337
06a2b40a-c3a9-491e-8f58-43c4f9a0bead	310	309	-1	41.570968	22.711974	-18.858994	0	23	0.0741935484	92.580645	92.721519	293	10	6	7
06e97134-72e1-4198-9b5a-89c0c7f87e47	5030	4992	-38	38.358847	25.022436	-13.336411	0	190	0.0377733598	96.222664	96.254682	4883	66	43	81
076b31b1-c350-4d35-9821-abf937032c01	5268	5183	-85	33.968299	21.752267	-12.216032	0	373	0.0708048595	92.919514	93.021515	4972	134	77	162
07d10455-59da-4ccb-8ab1-470d42b9521f	6543	6918	375	36.603240	19.523128	-17.080112	0	842	0.1217114773	87.828852	88.093891	6230	159	529	154
0812e3c5-97ef-4297-8a99-8789e523ff34	3730	3627	-103	35.288204	19.846981	-15.441223	0	400	0.1072386059	89.276139	89.431968	3385	187	55	158
0872ae0a-a7a6-40b6-a007-9a08cae8a466	291	289	-2	23.247423	17.702422	-5.545001	0	18	0.0618556701	93.814433	93.898305	277	8	4	6
0920a617-82b2-44bd-a8ec-86bbb5361359	430	427	-3	26.339535	15.637002	-10.702533	0	44	0.1023255814	89.767442	90.090090	400	13	14	17
099ef23d-0369-439a-a81a-55198e989d38	9380	9334	-46	41.489232	30.682451	-10.806781	0	268	0.0285714286	97.142857	97.164621	9184	78	72	118
09b746ee-817e-4590-a374-a1e893ea7797	2076	2088	12	28.549133	18.924808	-9.624325	0	143	0.0684865900	93.151341	93.302108	1992	37	59	47
0a457266-ebc4-40f9-81d7-1ba97f61932b	541	533	-8	33.547135	21.512195	-12.034940	0	37	0.0683918669	93.160813	93.235832	510	17	6	14
0a7af4b0-affd-4a70-aae5-3e7ddf82ffb5	13262	13274	12	41.187377	30.663477	-10.523900	0	302	0.0227512430	97.724876	97.741043	13067	100	107	95
0a94e3ba-47d3-4b75-8f09-cff90e3ba974	289	284	-5	32.373702	24.003521	-8.370181	0	10	0.0346020761	96.539792	96.551724	280	3	1	6
0aa7150f-46d1-4d8b-8a49-833c1a9710bf	48460	48282	-178	38.438300	26.979309	-11.458991	0	1761	0.0363392489	96.366075	96.403039	47197	587	498	676
0ab78041-5951-4e3e-8ecf-46a380edf1f8	2323	2331	8	39.491175	27.079794	-12.411381	0	89	0.0381810382	96.181896	96.224014	2268	29	34	26
0b27d376-dcaa-45b2-8d40-9b8e93931d10	2811	2833	22	39.712202	31.111543	-8.600660	0	119	0.0420049418	95.799506	95.847872	2747	31	55	33
0bd173d4-877d-48b2-bf5b-d7d77a86e6c0	8177	8113	-64	34.965513	22.651054	-12.314459	0	464	0.0567445273	94.325547	94.411658	7839	148	126	190
0c0a8018-bec9-4fc7-ae55-206e57f64a71	4813	4813	0	38.967796	26.682942	-12.284854	0	186	0.0386453355	96.135466	96.186962	4692	56	65	65
0c4cddec-181d-4f12-b068-1fc04dcce924	325	317	-8	24.393846	15.839117	-8.554729	0	32	0.0984615385	90.153846	90.390390	301	8	8	16
0cdb77a5-322f-4e55-b9a8-7f003a03849e	37400	37317	-83	42.241658	31.411394	-10.830263	0	892	0.0238502674	97.614973	97.632508	36785	255	277	360
0d096081-f762-4687-a9b4-c1f04c2b3204	4967	4974	7	41.481578	28.975674	-12.505905	0	109	0.0219139526	97.808605	97.821743	4895	42	37	30
